Tipo de Obra;Nro. GEX;Fecha Vencimiento;Estado;Regional;Solicitantes;Fecha de Solicitud;Fecha de Resolución;Fecha de Inscripción;Cadual;Volumen;Uso;Destino;Lat;Lon;Mes Inicio;Mes Final;Horas x Año;Depto.-Padrón;Id Solicitud;Codigo Cuencas de nivel 5;Sección Judicial;Cuencas de nivel 3;Curso a Utilizar;Área de Cuenca;Área de Embalse;Volúmen de Embalse;Altura Máxima;Tipo de acuifero;profundidad;Diámetro;Caudal Ensayado;Nivel Estático;Nivel Dinámico;Caudal Máximo;Codigo Cuencas de nivel 2;Accion Solicitud;Tipo Resolución
Pozo;SGRH-2016-10-004-0510-1-718;30/6/2027;Registrada;MONTEVIDEO;Luis Arbelo;19/12/2016;6/6/2017;15/6/2017;25;54000;Riego;Hortalizas;-34,83430691;-56,30034857;12;8;2160;MONTEVIDEO-155865;245103;26200;;RÍO DE LA PLATA entre Ao. PANTANOSO y Ao. Miguelete;262;;;;;;44;152;34;4;10;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-72;26/10/2050;Registrada;TREINTA Y TRES;OSE ;3/2/2016;26/10/2015;7/3/2016;22;142560;Consumo humano;Abastecimiento a poblaciones;-34,22008159;-55,50823619;12;11;6480;LAVALLEJA-6583;245105;60300;3;RÍO SANTA LUCÍA entre Ao. DE LOS CHANCHOS y Ao. Gaetán;454;;;;;;60;152,4;22;7,8;22;;60;Nueva;Permiso de uso
Represa Chica;SGRH-2016-10-004-0510-1-721;30/6/2027;Registrada;TACUAREMBÓ;Colonvade S.A. ;19/12/2016;15/12/2017;8/2/2018;0;257000;Otros usos;Control de incendios;-31,25067067;-55,25862932;4;3;8640;RIVERA-942;245107;51730;;RÍO TACUAREMBÓ entre Ao. CUÑAPIRÚ y Ao. Buena Orden;Cda Estancia Vieja;680;16,4;257300;3,7;;;;;;;;51;Renov/Modif;Concesión
Pozo;SGRH-2016-10-004-0510-1-722;30/6/2027;Registrada;MONTEVIDEO;Ricardo Calero;20/12/2016;14/3/2018;21/3/2018;5;28800;Riego;Hortalizas;-34,58416304;-56,2919344;12;11;5760;CANELONES-22719;245108;63508;8;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;635;;;;;;50;0,15;5;12;22;;63;Nueva;Permiso de uso
Toma;SGRH-2016-10-004-0510-1-723;30/6/2027;Registrada;MONTEVIDEO;SINDON S.A. ;20/12/2016;22/6/2017;8/8/2017;14;105600;Industrial;Alimentos y bebidas;-34,49921815;-55,55109278;4;3;8640;CANELONES-59585;245109;28210;9;Ao. SOLÍS GRANDE entre Ao. DEL SAUCE SOLO y Ao. De Los Chanchos;Ao. Solís Grande;;;;;;;;;;;28;28;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-724;6/4/2027;Registrada;TREINTA Y TRES;Jorge Bonilla Correa;16/12/2016;6/4/2017;3/5/2017;2;5760;Otros usos;Turismo/Recreación;-34,41401303;-55,21911175;12;11;2880;LAVALLEJA-1370;245110;60100;1;RÍO SANTA LUCÍA entre Ao. SAN FRANCISCO y Ao. Del Soldado;601;;;;;;21;152;2;8,4;14;;60;Nueva;Permiso de uso
Represa Chica;SGRH-2016-10-004-0510-1-725;30/6/2027;Registrada;TACUAREMBÓ;Colonvade S.A. ;20/12/2016;15/12/2017;8/2/2018;0;507000;Otros usos;Control de incendios;-31,52121435;-56,06091567;4;3;8640;TACUAREMBÓ-5917;245111;52410;;Ao. TACUAREMBÓ CHICO entre Ao. TRES CRUCES y Ao. Batoví;Cda sin nombre;430;21,9;507700;7;;;;;;;;52;Renov/Modif;Concesión
Pozo;SGRH-2016-10-004-0510-1-726;5/4/2027;Registrada;TREINTA Y TRES;Cía. Salus S.A. ;19/12/2016;5/4/2017;8/5/2017;21;151200;Industrial;Envasado de agua;-34,41286386;-55,31312965;12;11;7200;LAVALLEJA-17245;245112;28000;;Ao. SOLÍS GRANDE entre nacientes y Ao. Sarandí;280;;;;;;60;203;21;0;2,49;;28;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-728;30/6/2027;Registrada;MONTEVIDEO;Eduardo Eugenio Torterolo Parma;20/12/2016;15/5/2017;1/6/2017;18;51840;Riego;Frutales;-34,79690731;-56,273471;12;5;2880;MONTEVIDEO-43609;245114;68700;9;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;33,5;152;47,5;;;;68;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-73;26/10/2050;Registrada;TREINTA Y TRES;OSE ;3/2/2016;26/10/2015;7/3/2016;6;34560;Consumo humano;Abastecimiento a poblaciones;-34,51067882;-55,38612173;12;11;5760;LAVALLEJA-9566;245115;28400;2;Ao. SOLÍS GRANDE entre Ao. MATAOJO y Ao. Sauce De Solís;284;;;;;;70;152,4;6;5,5;25;;28;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-730;30/6/2027;Registrada;MONTEVIDEO;Eduardo Eugenio Torterolo Parma;21/12/2016;12/6/2017;11/7/2017;6;4320;Riego;Frutales;-34,79134625;-56,28477;12;5;720;MONTEVIDEO-407009;245116;68700;9;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;30;152;7,2;;;;68;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-731;30/6/2027;Registrada;MONTEVIDEO;Eduardo Eugenio Torterolo Parma;21/12/2016;6/6/2017;15/6/2017;18;25920;Riego;Frutales;-34,79109991;-56,28324978;12;5;1440;MONTEVIDEO-407009;245117;68700;9;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;29,45;152;19,8;;;;68;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-732;5/4/2027;Registrada;TREINTA Y TRES;CEMENTOS ARTIGAS S.A. ;21/12/2016;5/4/2017;3/5/2017;3,6;11664;Industrial;Otros;-34,38419709;-55,29088574;12;11;3240;LAVALLEJA-6281;245118;60100;;RÍO SANTA LUCÍA entre Ao. SAN FRANCISCO y Ao. Del Soldado;601;;;;;;64;152;4;24,08;27,41;;60;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-733;24/3/2027;Registrada;MONTEVIDEO;HIPERTEX SA ;21/12/2016;24/3/2017;18/4/2017;2;4320;Industrial;Otros;-34,85880406;-56,13270337;12;11;2160;MONTEVIDEO-61970;245119;26610;;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;86;152;2;9,5;79;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-734;22/3/2027;Registrada;MONTEVIDEO;HIPERTEX SA ;22/12/2016;22/3/2017;7/4/2017;2,4;5184;Industrial;Otros;-34,85869735;-56,13216711;12;11;2160;MONTEVIDEO-61970;245120;26610;0;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;120;152;2,4;11;117;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-735;5/6/2027;Registrada;MONTEVIDEO;HIPERTEX SA ;22/12/2016;5/6/2017;15/6/2017;2,4;5184;Industrial;Otros;-34,85830802;-56,1327998;12;11;2160;MONTEVIDEO-61970;245121;26400;0;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;92;152;2,4;12,4;89;;26;Nueva;Permiso de uso
Tajamar Mediano;SGRH-2016-10-004-0510-1-738;30/6/2027;Registrada;MONTEVIDEO;Suryfell SA ;23/12/2016;7/4/2017;9/5/2017;0;11176;Riego;Hortalizas;-34,5172801;-55,83247704;12;3;2880;CANELONES-14153;245124;26800;14;Ao. PANDO;Ao. Pando;16,3;1,73;11180;4,7;;;;;;;;26;Nueva;Permiso de uso
Represa Mediana;SGRH-2016-10-004-0510-1-739;30/6/2026;Registrada;TACUAREMBÓ;Inés MinutoLugand Dominguez;23/12/2016;5/10/2017;7/2/2018;0;1800000;Riego;Arroz;-32,2856643;-55,14356821;12;3;2880;TACUAREMBÓ-13865, TACUAREMBÓ-1712, TACUAREMBÓ-8502;245125;53840;;RÍO TACUAREMBÓ entre Ao. CARAGUATÁ y Río Negro;Cda. sin nombre;510;54,9;1561000;8,3;;;;;;;;53;Renov/Modif;Concesión
Toma;SGRH-2016-10-004-0510-1-742;30/6/2021;Registrada;FRAY BENTOS;Forbel S.A. ;23/12/2016;15/5/2017;5/6/2017;75;304500;Riego;Frutales;-32,31890044;-57,95316637;12;3;2880;PAYSANDÚ-779, PAYSANDÚ-816, PAYSANDÚ-817;245129;18300;;RÍO URUGUAY entre Ao. SAN FRANCISCO GRANDE y Ao. Negro;Ao. San Francisco Grande;;;;;;;;;;;;18;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-748;30/6/2027;Registrada;MONTEVIDEO;Angélica Ocampo Lúquez;26/12/2016;14/6/2017;7/7/2017;7,2;15552;Riego;Hortalizas;-34,55023885;-56,10511548;12;11;2160;CANELONES-40589;245135;63000;13;Ao. CANELÓN GRANDE entre nacientes y Ao. Canelón Chico;635;;;;;;53;152;7,2;5;27;;63;Nueva;Permiso de uso
Represa Chica;SGRH-2016-10-004-0510-1-756;30/6/2027;Registrada;ARTIGAS;Francisco Flores Bottaro;26/12/2016;11/7/2019;30/7/2019;0;2963000;Riego;Arroz;-30,90636342;-56,56394205;12;3;2880;ARTIGAS-677;245144;10810;;RÍO CUAREIM entre Ao. CUARÓ GRANDE y Ao. Yucutujá;Cda. /A° Sarandí;341;95,1;2963000;8,9;;;;;;;;10;Renov/Modif;Concesión
Pozo;SGRH-2016-10-004-0510-1-759;31/5/2027;Registrada;FRAY BENTOS;Conaprole ;27/12/2016;31/5/2017;28/6/2017;7,5;43200;Industrial;Alimentos y bebidas;-33,25622045;-58,0547222;12;11;5760;SORIANO-5351;245147;58831;1;RÍO NEGRO entre Ao. BEQUELÓ y Ao. De Las Maulas;588;;;;;;100;0,2;7,5;19;40;;58;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-763;2/6/2027;Archivada con Resolución;FRAY BENTOS;Conaprole ;27/12/2016;2/6/2017;29/6/2017;6,75;34020;Industrial;Alimentos y bebidas;-33,25988315;-58,05653294;12;11;5760;SORIANO-5351;245152;58831;1;RÍO NEGRO entre Ao. BEQUELÓ y Ao. De Las Maulas;588;;;;;;64;150;9;16;45;;58;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-767;23/6/2027;Registrada;SAN JOSÉ;Conaprole ;28/12/2016;23/6/2017;28/7/2017;8;46080;Industrial;Alimentos y bebidas;-34,49112516;-56,85149955;12;11;5760;SAN JOSÉ-4132;245156;24405;6;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;80;127;8;12;51;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-768;23/6/2027;Registrada;SAN JOSÉ;Conaprole ;28/12/2016;23/6/2017;28/7/2017;4,3;27864;Industrial;Alimentos y bebidas;-34,49248648;-56,85042796;12;11;6480;COLONIA-4132;245157;24405;6;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;47,5;152;4,3;4,5;36;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-769;13/6/2027;Registrada;SAN JOSÉ;Conaprole ;28/12/2016;13/6/2017;10/7/2017;16;115200;Industrial;Alimentos y bebidas;-34,38919416;-56,84935338;12;11;7200;SAN JOSÉ-2544;245158;24400;2;RÍO DE LA PLATA entre Ao. LUIS PEREIRA y Ao. Sauce;244;;;;;;30;0,2;16;7;10,9;;24;Renov/Modif;Permiso de uso
Tajamar Chico;SGRH-2016-10-004-0510-1-770;30/6/2027;Registrada;RÍO BRANCO;Javier Sosa;28/12/2016;24/4/2017;9/5/2017;0;3070;Riego;Hortalizas;-32,40478757;-54,21659865;12;3;2880;CERRO LARGO-11658;245160;41320;11;RÍO TACUARÍ entre Ao. CONVENTOS y Ao. Chuy;zanja;1,5;0,29;3700;3;;;;;;;;41;Nueva;Permiso de uso
Tajamar Chico;SGRH-2016-10-004-0510-1-771;30/6/2027;Registrada;RÍO BRANCO;Javier Sosa;28/12/2016;22/6/2017;13/7/2017;0;1500;Riego;Hortalizas;-32,40514096;-54,21387171;12;3;2880;CERRO LARGO-11658;245161;41320;11;RÍO TACUARÍ entre Ao. CONVENTOS y Ao. Chuy;zanja;3;0,24;1500;2,5;;;;;;;;41;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-773;30/6/2027;Registrada;MONTEVIDEO;Sergio García y otros ;29/12/2016;11/9/2017;23/10/2017;8;12600;Riego;Hortalizas;-34,7467987;-55,78995378;12;6;1575;CANELONES-38611;245163;26830;18;Ao. PANDO;268;;;;;;22;101;9;18;6;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-774;30/6/2027;Registrada;MONTEVIDEO;Sergio García y otros ;29/12/2016;14/9/2017;24/10/2017;11;17325;Riego;Hortalizas;-34,74839422;-55,79001911;12;6;1575;CANELONES-38611;245164;26830;18;Ao. PANDO;268;;;;;;30;160;12;5;22;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-775;24/4/2027;Registrada;MONTEVIDEO;ALIAN S.A. ;29/12/2016;24/4/2017;3/5/2017;7;35280;Otros usos;Comercial y servicios;-34,92470017;-56,15966207;12;11;5040;MONTEVIDEO-32205;245165;26410;15;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;61;0,2;7;7;;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-776;7/6/2027;Registrada;MONTEVIDEO;ALIAN S.A. ;29/12/2016;7/6/2017;13/6/2017;0,8;4032;Otros usos;Comercial y servicios;-34,92503752;-56,15836118;12;11;5040;MONTEVIDEO-32205;245166;26410;15;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;42;0,15;1,2;5;34;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-777;30/6/2026;Registrada;MONTEVIDEO;Sergio García y otros ;29/12/2016;30/8/2017;21/9/2017;10,5;16538;Riego;Hortalizas;-34,74615883;-55,79175577;12;6;1575;CANELONES-6211;245167;26830;18;Ao. PANDO;268;;;;;;30;160;12;8;25;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-780;28/3/2027;Registrada;MONTEVIDEO;CRUFI S.A. ;30/12/2016;28/3/2017;21/4/2017;2;9216;Industrial;Alimentos y bebidas;-34,8015393;-56,22236601;12;11;4608;MONTEVIDEO-125799;245171;26400;19;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;33,7;0,15;2,6;7,82;24;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-782;1/6/2027;Registrada;MONTEVIDEO;ALIAN S.A. ;30/12/2016;1/6/2017;15/6/2017;3,2;16128;Otros usos;Comercial y servicios;-34,92495087;-56,15717882;12;11;5040;MONTEVIDEO-426479;245173;26410;15;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;66;0,16;3,6;14;25;;26;Nueva;Permiso de uso
Toma;SGRH-2016-10-004-0510-1-8;30/6/2021;Registrada;MONTEVIDEO;Compañia Oriental De Minerales (Comsa) ;4/1/2016;28/1/2016;29/3/2016;1;8000;Industrial;Minería;-34,82369029;-55,09137846;4;3;8640;MALDONADO-11123, MALDONADO-1200;245175;29520;3;Ao. DEL POTRERO / LAGUNA DEL SAUCE;Laguna Del Sauce;;;;;;;;;;;;29;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-83;23/6/2026;Registrada;FRAY BENTOS;ISUSA ;10/2/2016;23/6/2016;11/7/2016;8;34560;Otros usos;Comercial y servicios;-33,11218343;-58,24297573;12;11;4320;RÍO NEGRO-7954;245179;18910;1;RÍO URUGUAY entre Ao. ROMÁN GRANDE y Río Negro;189;;;;;;92;300;8;11,03;19,57;;18;Nueva;Permiso de uso
Represa Mediana;SGRH-2016-10-004-0510-1-84;30/6/2026;Registrada;TACUAREMBÓ;Vertinel S.A. ;12/2/2016;2/2/2017;15/3/2017;0;2178000;Riego;Arroz;-31,88868205;-55,36115717;12;3;2880;TACUAREMBÓ-3706;245180;53662;7;RÍO TACUAREMBÓ entre Ao. YAGUARÍ y Ao. Caraguatá;Cañada s/n;585;119;2177890;6;;;;;;;;53;Renov/Modif;Concesión
Pozo;SGRH-2016-10-004-0510-1-85;30/6/2026;Registrada;SALTO;Gamorel S.A. ;12/2/2016;26/6/2017;11/8/2017;30;36000;Riego;Frutales;-31,30503718;-57,90009725;12;11;1200;SALTO-11605;245181;14800;;RÍO URUGUAY entre Ao. SAN ANTONIO GRANDE y Río Daymán;148;;;;;;30;250;35;1,5;10;;14;Nueva;Permiso de uso
Tajamar Grande;SGRH-2016-10-004-0510-1-87;30/6/2027;Registrada;DURAZNO;Jumbic ;16/2/2016;15/2/2017;21/3/2017;0;621300;Otros usos agropecuarios;Abrevadero de ganado;-33,48381357;-55,90880221;4;3;8640;FLORIDA-15603;245183;56407;7;RÍO YÍ entre Ao. TIMOTE y Ao. De Castro;Cda s/nombre;155;17,5;822740;4,5;;;;;;;;56;Nueva;Concesión
Toma;SGRH-2016-10-004-0510-1-90;30/6/2021;Registrada;MONTEVIDEO;Felicia Marcelina Acosta Ruiz;26/1/2016;24/8/2016;14/9/2016;15;120000;Riego;Forraje/Pradera/Semillas;-34,65100695;-55,48292221;12;3;2880;MALDONADO-6926;245187;28410;5;Ao. SOLÍS GRANDE entre Ao. MATAOJO y Ao. Sauce De Solís;Ao. Solís Grande;;;;;;;;;;;;28;Renov/Modif;Permiso de uso
Represa Chica;SGRH-2016-10-004-0510-1-91;30/6/2026;Registrada;DURAZNO;Luis Miguel Bameule;17/2/2016;21/11/2016;13/12/2016;0;319600;Riego;Forraje/Pradera/Semillas;-33,61573924;-57,21894861;12;3;2880;SORIANO-3857;245188;57140;;Ao. GRANDE DEL SUR;Cda s/nombre;128;16,4;319000;6;;;;;;;;57;Nueva;Concesión
Tanque Excavado;SGRH-2016-10-004-0510-1-93;30/6/2026;Registrada;MONTEVIDEO;Hebert Alexander Lantes López;22/1/2016;10/2/2017;23/2/2017;0;2700;Riego;Hortalizas;-34,58657699;-55,97038589;12;3;2880;CANELONES-61553;245190;26800;6;Ao. PANDO;Cda. s/n;0;0,07;2700;;;;;;;;;26;Nueva;Permiso de uso
Reservorio;SGRH-2016-10-004-0510-1-94;30/6/2026;Registrada;MONTEVIDEO;Estela Burmidad;17/2/2016;15/3/2016;25/5/2016;0;17050;Riego;Otros;-34,839;-55,22121;12;3;2880;MALDONADO-6533;245191;29514;8;Ao. DEL POTRERO / LAGUNA DEL SAUCE;Cda. Del Tío Diego;60;0,56;17950;7,5;;;;;;;;29;Renov/Modif;Permiso de uso
Tanque Excavado;SGRH-2016-10-004-0510-1-95;30/6/2026;Registrada;MONTEVIDEO;Estela Burmidad;19/1/2016;15/3/2016;25/5/2016;0;17050;Otros usos;Llenado de embalse/tanque;-34,83773;-55,22429;4;3;8640;MALDONADO-6533;245192;29514;8;Ao. DEL POTRERO / LAGUNA DEL SAUCE;Cda. Del Tío Diego;0;0,15;5320;;;;;;;;;29;Renov/Modif;Permiso de uso
Tanque Excavado;SGRH-2016-10-004-0510-1-96;30/6/2025;Registrada;MONTEVIDEO;Juan Luis Vieta Beltran;16/11/2015;1/9/2016;3/11/2016;0;4536;Riego;Hortalizas;-34,59895234;-56,09795691;12;3;2880;CANELONES-40639;245193;26810;4;Ao. PANDO;Ao. Del Sauce;0;0,1;4536;;;;;;;;;26;Nueva;Permiso de uso
Tanque Excavado;SGRH-2016-10-004-0510-1-97;30/6/2026;Registrada;MONTEVIDEO;Silvio VIGLIECCA RADIJEVIC;18/2/2016;27/7/2016;16/8/2016;11,3;3000;Riego;Hortalizas;-34,55056132;-55,66307176;12;3;2880;CANELONES-12178;245194;27400;9;RÍO DE LA PLATA entre Ao. SOLÍS CHICO y Ao. Sarandí;Ao. Solís Chico;0;0,1;3000;;;;;;;;;27;Nueva;Permiso de uso
Reservorio;SGRH-2016-10-004-0510-1-99;20/9/2026;Registrada;TACUAREMBÓ;Sortilco ;19/2/2016;20/9/2016;19/10/2016;0;1147600;Otros usos agropecuarios;Abrevadero de ganado;-31,9492176;-55,57822397;4;3;8640;TACUAREMBÓ-12005;245196;52630;;Ao. TACUAREMBÓ CHICO entre Ao. BATOVÍ y Río Tacuarembó;Cda. sin nombre;459;56,7;1147000;6,7;;;;;;;;52;Renov/Modif;Concesión
Pozo;SGRH-2017-10-004-0510-1-1;30/6/2026;Registrada;MONTEVIDEO;Sergio García y otros ;2/1/2017;30/8/2017;20/9/2017;7,5;11813;Riego;Hortalizas;-34,74647416;-55,78956067;12;6;1575;CANELONES-37081;245197;26830;18;Ao. PANDO;268;;;;;;20;101;8;8;17;;26;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-10;3/8/2027;Registrada;TACUAREMBÓ;MONTE PAZ S.A. ;4/1/2017;3/8/2017;18/9/2017;3,5;4200;Consumo humano;Uso doméstico;-30,95897724;-55,54970111;12;11;1200;RIVERA-328;245198;51700;9;RÍO TACUAREMBÓ entre Ao. CUÑAPIRÚ y Ao. Buena Orden;517;;;;;;65,5;254;3,5;32,3;36,3;;51;Nueva;Permiso de uso
Tanque Excavado;SGRH-2017-10-004-0510-1-100;30/6/2027;Registrada;MONTEVIDEO;Palomeque Pasarisa Maria Elena  ;1/3/2017;17/8/2017;20/10/2017;0;500;Riego;Hortalizas;-34,56812;-56,06556;12;3;2880;CANELONES-20794;245199;26810;6;Ao. PANDO;Ao. Del Vizcaíno;0;0,016;320;4;;;;;;;;26;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-104;21/7/2027;Registrada;MONTEVIDEO;URUNOVA SRL ;2/3/2017;21/7/2017;11/9/2017;7;20160;Industrial;Alimentos y bebidas;-34,88393981;-56,24651335;12;11;2880;MONTEVIDEO-413504;245203;26000;0;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;48;120;12,5;23;42;;26;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-107;30/6/2027;Registrada;TACUAREMBÓ;Claudio Martins Espalter;3/3/2017;8/9/2017;26/10/2017;2;10800;Riego;Hortalizas;-30,8468007;-55,59686856;12;11;5400;RIVERA-12163;245206;51700;;RÍO TACUAREMBÓ entre Ao. CUÑAPIRÚ y Ao. Buena Orden;517;;;;;;162;140;2;82,8;84,6;;51;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-108;12/7/2027;Registrada;FRAY BENTOS;Alimentos Fray Bentos S.A. ;3/3/2017;12/7/2017;27/7/2017;41;147600;Industrial;Alimentos y bebidas;-33,12304148;-58,18876542;12;11;3600;RÍO NEGRO-7538;245207;18910;1;RÍO URUGUAY entre Ao. ROMÁN GRANDE y Río Negro;189;;;;;;130;362,5;63;16;74;;18;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-109;12/7/2027;Registrada;FRAY BENTOS;Alimentos Fray Bentos S.A. ;3/3/2017;12/7/2017;27/7/2017;34;122400;Industrial;Alimentos y bebidas;-33,12412469;-58,18633106;12;11;3600;RÍO NEGRO-7538;245208;18910;1;RÍO URUGUAY entre Ao. ROMÁN GRANDE y Río Negro;189;;;;;;130;362,5;34;13,62;53,41;;18;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-11;31/7/2027;Registrada;SALTO;Julio Marcelo Sánchez Dos Santos;4/1/2017;31/7/2017;4/9/2017;3,6;17280;Industrial;Envasado de agua;-32,24732219;-58,02794793;12;11;4800;PAYSANDÚ-2988;245209;18306;12;RÍO URUGUAY entre Ao. SAN FRANCISCO GRANDE y Ao. Negro;183;;;;;;62;150;3,6;1;34;;18;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-113;21/8/2027;Registrada;DURAZNO;OFERAN S.A. ;6/3/2017;21/8/2017;3/10/2017;5,6;32256;Otros usos;Otros;-33,5168005;-56,86582081;12;11;5760;FLORES-1246;245213;56804;1;RÍO YÍ entre Ao. PORONGOS y Ao. Marincho;568;;;;;;29;212;5,6;5;11;;56;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-115;18/8/2027;Registrada;DURAZNO;OFERAN S.A. ;6/3/2017;18/8/2017;4/10/2017;5,6;32256;Industrial;Alimentos y bebidas;-33,51670572;-56,8663578;12;11;5760;FLORES-1246;245215;56804;1;RÍO YÍ entre Ao. PORONGOS y Ao. Marincho;568;;;;;;29;210;5,6;3;11;;56;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-120;21/8/2027;Registrada;DURAZNO;OFERAN S.A. ;8/3/2017;21/8/2017;3/10/2017;5,6;32256;Industrial;Alimentos y bebidas;-33,51129199;-56,86897119;12;11;5760;FLORES-1258;245221;56804;1;RÍO YÍ entre Ao. PORONGOS y Ao. Marincho;568;;;;;;29;212;5,6;4;10;;56;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-125;30/6/2027;Registrada;MONTEVIDEO;Alvaro Bruno;8/3/2017;15/6/2017;12/7/2017;5;21600;Riego;Hortalizas;-34,82728783;-56,39393189;12;8;4320;MONTEVIDEO-166998;245226;26000;13;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;40;154;5;5;10;;26;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-134;15/5/2027;Registrada;MONTEVIDEO;WORLD TRADE CENTER MONTEVIDEO ;9/3/2017;15/5/2017;24/5/2017;3;8640;Otros usos;Otros;-34,9040834;-56,13513984;12;11;2880;MONTEVIDEO-423108;245235;26410;0;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;31;146;6,14;3;22,5;;26;Nueva;Permiso de uso
Tanque Excavado;SGRH-2017-10-004-0510-1-138;30/6/2027;Registrada;SAN JOSÉ;Anabela Myriam Bossi Vélez;1/3/2017;21/2/2020;28/4/2020;0;6300;Riego;Frutales;-34,63435;-56,18587;12;2;2160;CANELONES-16281;245239;63502;17;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;Cda. s/n;2,5;0,2;6300;;;;;;;;;63;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-140;26/6/2027;Registrada;MONTEVIDEO;WORLD TRADE CENTER MONTEVIDEO ;10/3/2017;26/6/2017;21/7/2017;2,5;10800;Otros usos;Otros;-34,90510916;-56,1358005;12;11;4320;MONTEVIDEO-410068;245242;26410;18;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;54;101;3,5;8,3;40,6;;26;Nueva;Permiso de uso
Pozo;SGRH-2017-10-004-0510-1-142;21/3/2027;Registrada;MONTEVIDEO;WORLD TRADE CENTER FREE ZONE S.A. ;10/3/2017;21/3/2017;6/4/2017;10,2;58752;Otros usos;Otros;-34,90271441;-56,13472945;12;11;5760;MONTEVIDEO-421828;245244;26410;0;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;45;152;10,2;2;11;;26;Nueva;Permiso de uso
