Tipo de Obra;Nro. GEX;Fecha Vencimiento;Estado;Regional;Solicitantes;Fecha de Solicitud;Fecha de Resolución;Fecha de Inscripción;Cadual;Volumen;Uso;Destino;Lat;Lon;Mes Inicio;Mes Final;Horas x Año;Depto.-Padrón;Id Solicitud;Codigo Cuencas de nivel 5;Sección Judicial;Cuencas de nivel 3;Curso a Utilizar;Área de Cuenca;Área de Embalse;Volúmen de Embalse;Altura Máxima;Tipo de acuifero;profundidad;Diámetro;Caudal Ensayado;Nivel Estático;Nivel Dinámico;Caudal Máximo;Codigo Cuencas de nivel 2;Accion Solicitud;Tipo Resolución
Pozo;SGRH-2016-10-004-0510-1-626;30/6/2026;Registrada;MONTEVIDEO;Mario Fernández Abeleira;3/11/2016;5/4/2017;3/5/2017;5;5000;Riego;Hortalizas;-34,75923107;-55,9743442;12;4;1000;CANELONES-18047;245002;26820;7;Ao. PANDO;268;;;;;;63;150;5;;;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-627;30/6/2026;Registrada;MONTEVIDEO;Manuel Eusebio Marrao Mateus;4/11/2016;14/6/2017;28/7/2017;18;25920;Riego;Hortalizas;-34,82274983;-56,38170079;12;8;1440;MONTEVIDEO-406841;245003;26000;13;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;44;152;18;19;32;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-628;30/6/2026;Registrada;MONTEVIDEO;Mario Horacio Marrao Mateus;4/11/2016;14/7/2017;26/7/2017;20;28800;Riego;Hortalizas;-34,83099343;-56,3937508;12;8;1440;MONTEVIDEO-166968;245004;26000;13;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;49;152;20;17;31;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-629;30/6/2026;Registrada;MONTEVIDEO;Alvaro Ferreira;4/11/2016;7/6/2017;13/6/2017;6;16200;Riego;Hortalizas;-34,81503903;-56,37302316;12;8;2700;MONTEVIDEO-406808;245005;68710;13;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;76;152;6;6;42;;68;Renov/Modif;Permiso de uso
Tajamar Mediano;SGRH-2016-10-004-0510-1-63;30/6/2026;Registrada;MONTEVIDEO;Jorge Luis Vidal Almandos;28/1/2016;11/7/2016;29/7/2016;0;3000;Riego;Hortalizas;-34,53786096;-55,60426823;12;3;2880;CANELONES-23045;245006;28500;9;Ao. SOLÍS GRANDE entre Ao. SAUCE DE SOLÍS y Ao. Malvín;Ao. Sauce De Solís;10;0,1;3000;4,8;;;;;;;;28;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-630;30/6/2026;Registrada;MONTEVIDEO;Julio César Moretto Carluccio;4/11/2016;31/5/2017;13/6/2017;2,5;7200;Riego;Hortalizas;-34,76262975;-56,14368767;12;11;2880;MONTEVIDEO-149853;245007;26400;17;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;62;152;2,5;12;40;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-631;27/3/2027;Archivada con Resolución;TREINTA Y TRES;Osiris Domingo Fuentes Jaunarena;1/9/2016;27/3/2017;19/4/2017;2;2880;Otros usos agropecuarios;Abrevadero de ganado;-32,98553079;-54,5993134;12;11;1440;TREINTA Y TRES-9869;245008;43510;;RÍO OLIMAR GRANDE entre Ao. AVESTRUZ GRANDE y Río Olimar Chico;435;;;;;;42;160;2,3;3,14;9,4;;43;Nueva;Permiso de uso
Tanque Excavado;SGRH-2016-10-004-0510-1-632;30/6/2026;Registrada;MONTEVIDEO;Martín Cabrera;7/11/2016;8/8/2017;14/9/2017;0;2850;Riego;Hortalizas;-34,60348606;-56,03174388;12;3;2880;CANELONES-8446;245009;26810;6;Ao. PANDO;Cda. s/n;0;0,1;2850;4,5;;;;;;;;26;Nueva;Permiso de uso
Tajamar Mediano;SGRH-2016-10-004-0510-1-633;30/6/2026;Registrada;MONTEVIDEO;Martín Cabrera;7/11/2016;2/8/2017;13/9/2017;0;10000;Riego;Hortalizas;-34,60270616;-56,02944142;12;3;2880;CANELONES-8446;245010;26810;6;Ao. PANDO;Ao. Del Sauce;4,5;0,31;10000;3;;;;;;;;26;Nueva;Permiso de uso
Tanque Excavado;2016/1400016655;30/6/2026;Registrada;MONTEVIDEO;Danilo Santos;7/11/2016;18/8/2017;6/10/2017;0;1600;Riego;Hortalizas;-34,64589;-56,09759;12;3;2880;CANELONES-1366;245011;26810;6;Ao. PANDO;Cda. s/n;0;0,06;1600;4;;;;;;;;26;Nueva;Permiso de uso
Tanque Excavado;2016/14000/16728;30/6/2026;Registrada;MONTEVIDEO;Danilo Santos;7/11/2016;28/7/2017;5/10/2017;0;1280;Riego;Hortalizas;-34,64576;-56,09707;12;3;2880;CANELONES-1366;245012;26810;6;Ao. PANDO;Cda. s/n;0;0,05;1280;4;;;;;;;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-637;23/3/2027;Registrada;MONTEVIDEO;KLARIMAR S.A. ;8/11/2016;23/3/2017;6/4/2017;20;36000;Otros usos agropecuarios;Feed-lot;-34,69433464;-56,01058386;12;11;1800;CANELONES-11355;245014;26818;7;Ao. PANDO;268;;;;;;25;152,4;20;8,8;18;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-638;17/5/2027;Registrada;SALTO;Forbel S.A. ;9/11/2016;17/5/2017;7/6/2017;9;51840;Industrial;Otros;-32,30066786;-58,08762966;12;11;5760;PAYSANDÚ-19088;245015;18310;1;RÍO URUGUAY entre Ao. SAN FRANCISCO GRANDE y Ao. Negro;183;;;;;;12;250;9;2,94;7,25;;18;Nueva;Permiso de uso
Represa Chica;SGRH-2016-10-004-0510-1-639;26/6/2027;Registrada;SAN JOSÉ;Sociedad Productores de Leche de Florida ;19/9/2016;31/3/2017;26/4/2017;0;219500;Riego;Forraje/Pradera/Semillas;-33,94270227;-56,21220351;12;3;2880;FLORIDA-14959;245016;61300;1;RÍO SANTA LUCÍA CHICO entre Ao. DE LA CRUZ y Ao. De La Macana;Ao. De La Cruz;166;11,5;219000;7;;;;;;;;61;Nueva;Concesión
Represa Chica;SGRH-2016-10-004-0510-1-64;30/6/2026;Registrada;MONTEVIDEO;Eduardo Germán Umpiérrez Cedrez;28/1/2016;11/7/2016;3/8/2016;0;2000;Riego;Hortalizas;-34,54778883;-55,61187127;12;3;2880;CANELONES-38178;245017;28500;9;Ao. SOLÍS GRANDE entre Ao. SAUCE DE SOLÍS y Ao. Malvín;Ao. Sauce De Solís;10;0,02;2000;5;;;;;;;;28;Nueva;Permiso de uso
Tanque Excavado;SGRH-2016-10-004-0510-1-640;30/6/2026;Registrada;MONTEVIDEO;Raúl Dionisio Tejera Nieves ;10/11/2016;15/5/2017;26/6/2017;0;1200;Riego;Hortalizas;-34,65889166;-56,0929676;12;3;2880;CANELONES-41461;245018;26810;6;Ao. PANDO;Cda. s/n;0;0,05;1200;2,5;;;;;;;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-641;30/6/2026;Registrada;MONTEVIDEO;Walter Cúneo;10/11/2016;13/6/2017;28/7/2017;15;16200;Riego;Hortalizas;-34,75639242;-56,10993479;12;8;1080;MONTEVIDEO-406164;245019;26600;16;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;44;0,15;15;12;28;;26;Renov/Modif;Permiso de uso
Tanque Excavado;SGRH-2016-10-004-0510-1-642;30/6/2026;Registrada;MONTEVIDEO;Raúl Dionisio Tejera Nieves ;10/11/2016;15/5/2017;22/6/2017;0;4800;Riego;Hortalizas;-34,65954139;-56,09267534;12;3;2880;CANELONES-41461;245020;26810;6;Ao. PANDO;Cda. s/n;0;0,17;4800;4;;;;;;;;26;Nueva;Permiso de uso
Toma;SGRH-2016-10-004-0510-1-643;30/6/2020;Registrada;MONTEVIDEO;Frigorífico Matadero Carrasco S.A. ;11/11/2016;22/6/2017;4/8/2017;33;580300;Industrial;Alimentos y bebidas;-34,86185468;-56,04355523;4;3;8640;CANELONES-45213;245021;26610;0;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;Ao. De Carrasco;;;;;;;;;;;66;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-644;30/6/2026;Registrada;MONTEVIDEO;Arturo Borreani Renzo;11/11/2016;4/7/2017;25/7/2017;20;57600;Riego;Hortalizas;-34,82232473;-56,39134945;12;5;2880;MONTEVIDEO-167007;245022;26000;13;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;58;152;20;1,65;2,62;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-646;9/2/2027;Registrada;MONTEVIDEO;Pedro Macció y Cia. S.A. ;14/11/2016;9/2/2017;14/2/2017;3;8640;Riego;Otros;-34,81280578;-56,34708343;12;11;2880;MONTEVIDEO-404330;245024;68700;13;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;45;101,6;3,5;7;13,54;;68;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-649;30/6/2026;Registrada;MONTEVIDEO;AMÉNDOLA HNOS y BOIDO S.C. ;16/11/2016;25/1/2018;4/5/2018;5,6;3470;Riego;Frutales;-34,7290714;-56,17385807;12;2;936;MONTEVIDEO-43944;245027;67700;9;Ao. COLORADO entre Ao. DE LAS PIEDRAS y Río Santa Lucía;677;;;;;;59;152,4;7;5;36;;67;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-65;26/10/2050;Registrada;DURAZNO;OSE ;2/2/2016;26/10/2015;20/7/2016;4,7;27072;Consumo humano;Abastecimiento a poblaciones;-33,48417692;-55,56842067;12;11;5760;FLORIDA-2029;245028;56140;;RÍO YÍ entre Ao. ILLESCAS y Ao. Antonio Herrera;561;;;;;;21,7;203,2;4,7;8,18;21,16;;56;Nueva;Permiso de uso
Represa Chica;2016/14000/17187;26/6/2027;Registrada;MONTEVIDEO;Costa del Sur SA ;16/11/2016;26/6/2017;17/7/2017;0;396480;Otros usos;Turismo/Recreación;-34,85026;-55,14762;4;3;8640;MALDONADO-16512;245030;29520;5;Ao. DEL POTRERO / LAGUNA DEL SAUCE;Cda. s/n;135;16,2;396480;7,5;;;;;;;;29;Nueva;Concesión
Pozo;SGRH-2016-10-004-0510-1-653;26/6/2027;Registrada;MONTEVIDEO;Montemurro/Galeano ;17/11/2016;26/6/2017;26/7/2017;8;28800;Otros usos agropecuarios;Otros;-34,72937149;-56,1049752;12;11;3600;CANELONES-1486;245032;26600;;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;5;0,11;12;1,2;2,4;;26;Renov/Modif;Permiso de uso
Tanque Excavado;SGRH-2016-10-004-0510-1-654;30/6/2026;Registrada;MONTEVIDEO;Héctor Leandro Delgado;17/11/2016;15/5/2017;25/5/2017;0;2100;Riego;Hortalizas;-34,73639408;-56,13561882;12;3;2880;MONTEVIDEO-112671;245033;26600;13;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;Cda. s/n;0;0,12;2100;2;;;;;;;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-656;30/6/2026;Registrada;MONTEVIDEO;Jorge Compiani;17/11/2016;6/4/2017;28/4/2017;5,5;11880;Riego;Frutales;-34,77438984;-56,25946852;12;5;2160;MONTEVIDEO-159986;245035;67700;9;Ao. COLORADO entre Ao. DE LAS PIEDRAS y Río Santa Lucía;677;;;;;;60;0,15;5,5;10;50;;67;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-657;4/7/2027;Registrada;MONTEVIDEO;Montemurro/Galeano ;17/11/2016;4/7/2017;25/7/2017;2,4;8640;Otros usos agropecuarios;Otros;-34,71850203;-56,11145273;12;11;3600;CANELONES-43049;245036;26600;6;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;36;0,15;2,4;13;33,4;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-658;2/6/2027;Registrada;TREINTA Y TRES;Aurora Janina  Bentancur Zuluaga;11/11/2016;2/6/2017;28/6/2017;5;3600;Otros usos agropecuarios;Abrevadero de ganado;-32,94649082;-53,97165643;12;11;720;TREINTA Y TRES-7260;245037;44927;;RÍO CEBOLLATÍ entre Ao. DEL PARAO y Laguna Merín;449;;;;;;44;160;9;4,8;7,1;;44;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-66;26/10/2050;Registrada;TREINTA Y TRES;OSE ;3/2/2016;26/10/2015;7/3/2016;2,5;14400;Consumo humano;Abastecimiento a poblaciones;-33,67185828;-55,32481833;12;11;5760;LAVALLEJA-17725;245039;44002;12;Ao. DE GODOY;440;;;;;;80;152,4;2,5;10;41;;44;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-665;30/6/2026;Registrada;MONTEVIDEO;Juan José Olivet;18/11/2016;1/8/2017;29/8/2017;0,5;2160;Riego;Frutales;-34,8232742;-56,36219325;12;11;4320;MONTEVIDEO-154774;245044;68710;16;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;60;0,15;0,5;6;40,2;;68;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-667;30/6/2027;Registrada;MONTEVIDEO;Leonardo Javier Domingo Barbosa;21/11/2016;20/12/2017;14/5/2018;12;21600;Riego;Hortalizas;-34,81876141;-56,37310359;12;8;1800;MONTEVIDEO-198580;245046;68710;13;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;50;152,4;12;8,5;45;;68;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-668;31/5/2027;Registrada;SAN JOSÉ;Alberto Hojman;22/11/2016;31/5/2017;20/6/2017;30;105840;Otros usos agropecuarios;Otros;-34,67989138;-56,81674889;12;8;3528;SAN JOSÉ-9862;245047;24600;6;RÍO DE LA PLATA entre Ao. SAN GREGORIO y Ao. Mauricio;246;;;;;;48;200;30;18;29;;24;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-670;28/7/2027;Registrada;MONTEVIDEO;CITTADINO HERMANOS S.C. ;23/11/2016;28/7/2017;31/8/2017;3;10800;Otros usos agropecuarios;Otros;-34,76159446;-56,17088076;12;11;3600;MONTEVIDEO-53272;245050;26400;17;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;45;152;3;10;40;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-673;30/6/2027;Registrada;MONTEVIDEO;Carlos Alfonso Blengio;24/11/2016;14/7/2017;26/7/2017;4,2;22680;Riego;Hortalizas;-34,5864699;-56,15125541;12;11;5400;CANELONES-29131;245053;63500;6;Ao. CANELÓN GRANDE entre Ao. CANELÓN CHICO y Río Santa Lucía;635;;;;;;45;160;4,2;12;32;;63;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-675;30/6/2026;Registrada;MONTEVIDEO;Tabaré Villamil Villamil;24/11/2016;1/8/2017;6/9/2017;4;4000;Riego;Hortalizas;-34,85016339;-56,3659297;12;4;1000;MONTEVIDEO-42340;245055;26000;13;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;55;160;4;6;20;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-677;30/6/2026;Registrada;MONTEVIDEO;Tabaré Villamil Villamil;24/11/2016;8/2/2017;15/2/2017;1;1000;Riego;Hortalizas;-34,84990989;-56,36616852;12;4;1000;MONTEVIDEO-42340;245057;26000;13;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;65;160;1;2;15;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-681;30/6/2026;Registrada;MONTEVIDEO;María Irma Piña;25/11/2016;17/1/2018;4/5/2018;1,3;3900;Riego;Hortalizas;-34,76567148;-56,1610026;12;11;2880;MONTEVIDEO-100154;245062;26400;17;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;58;0,16;1,3;1,25;;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-682;30/6/2026;Registrada;MONTEVIDEO;Jorge Eduardo Benitez Saldivia;25/11/2016;23/1/2018;26/2/2018;2;1120;Riego;Hortalizas;-34,76447869;-56,14010166;12;3;560;MONTEVIDEO-149872;245063;26400;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;49;160;5;24;40;;26;Renov/Modif;Permiso de uso
Tajamar Mediano;SGRH-2016-10-004-0510-1-683;30/6/2027;Registrada;MONTEVIDEO;Traversa Hnos S.A. ;29/11/2016;15/5/2017;29/5/2017;0;10000;Riego;Frutales;-34,73234835;-56,13828849;12;3;2880;MONTEVIDEO-92574;245064;26600;11;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;Cda. s/n;12;0,52;10000;3,8;;;;;;;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-684;14/3/2021;Registrada;MONTEVIDEO;Fármaco Uruguayo S.A. ;29/11/2016;5/6/2017;30/6/2017;12,2;70272;Industrial;Química;-34,85156861;-56,14781856;12;11;5760;MONTEVIDEO-182187;245065;26400;17;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;70;0,15;15,18;7,88;24,8;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-686;30/6/2027;Registrada;MONTEVIDEO;TRAVERSA HNOS. S.A ;29/11/2016;14/7/2017;17/8/2017;6;9000;Riego;Frutales;-34,73495913;-56,13623541;12;4;1500;MONTEVIDEO-100563;245067;26600;11;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;60,5;152;7,2;4;34,5;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-689;30/6/2027;Registrada;SALTO;Gabriela Gabrielli Gutiérrez;1/12/2016;2/8/2017;11/9/2017;24;46080;Riego;Frutales;-31,33590279;-57,93706494;12;11;1920;SALTO-1866;245070;14800;2;RÍO URUGUAY entre Ao. SAN ANTONIO GRANDE y Río Daymán;148;;;;;;45;160;24;24;35;;14;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-692;30/6/2026;Registrada;MONTEVIDEO;Carmen Delia Palomeque Pérez De Rodríguez;2/12/2016;9/2/2017;14/2/2017;2,7;2916;Riego;Hortalizas;-34,73357794;-56,14975841;12;11;1080;MONTEVIDEO-92537;245074;26600;17;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;56;0,16;2,7;;;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-693;17/3/2027;Registrada;DURAZNO;CAMEDUR - IAMPP ;6/12/2016;17/3/2017;5/4/2017;4,5;8100;Otros usos;Otros;-33,37970411;-56,51955539;12;11;1800;DURAZNO-24;245075;56632;1;RÍO YÍ entre Ao. TOMÁS CUADRA y Ao. Maciel;566;;;;;;58;152,4;20;9;40;;56;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-694;15/5/2027;Registrada;MONTEVIDEO;ANTIC S.A. ;6/12/2016;15/5/2017;24/5/2017;3,5;13104;Industrial;Alimentos y bebidas;-34,84890366;-56,18846056;12;11;3744;MONTEVIDEO-426559;245076;26400;;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;40;0,15;6,5;15,5;32,1;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-695;7/3/2027;Registrada;MONTEVIDEO;BELPRO S.A. ;8/12/2016;7/3/2017;22/3/2017;4,5;12960;Otros usos;Comercial y servicios;-34,90465648;-56,17060373;12;11;2880;MONTEVIDEO-22300;245077;26410;6;RÍO DE LA PLATA entre Ao. MIGUELETE y Ao. Carrasco;264;;;;;;50;228,6;4,5;6,78;13,15;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-696;30/11/2026;Registrada;MONTEVIDEO;PRINCE POINT S.A. ;8/12/2016;15/5/2017;2/6/2017;2,5;6240;Industrial;Otros;-34,8275817;-56,1114693;12;11;2496;MONTEVIDEO-88811;245078;26610;;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;36,1;200;5;2,65;32;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-697;30/6/2027;Registrada;MONTEVIDEO;Nabune/Sciutti ;8/12/2016;13/6/2017;10/7/2017;17;8500;Riego;Frutales;-34,7392155;-56,24032812;12;1;500;CANELONES-5051;245079;67310;5;Ao. COLORADO entre Ao. COLORADO CHICO y Ao. De Las Piedras;673;;;;;;50;152;22,7;8;12;;67;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-698;22/3/2027;Registrada;DURAZNO;Alfredo Puig Solari;8/12/2016;22/3/2017;19/4/2017;1,2;1008;Industrial;Envasado de agua;-33,28742202;-56,89234006;12;11;840;FLORES-669;245080;56810;2;RÍO YÍ entre Ao. PORONGOS y Ao. Marincho;568;;;;;;27;120;1,2;8,2;10,3;;56;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-699;1/2/2027;Registrada;TACUAREMBÓ;BAFESA S.A. ;9/12/2016;1/2/2017;10/3/2017;1,2;3456;Otros usos;Comercial y servicios;-31,5480928;-55,70102647;12;11;2880;TACUAREMBÓ-0;245081;51610;;RÍO TACUAREMBÓ entre Ao. CARPINTERÍA y Ao. Cuñapirú;516;;;;;;60;203,2;1,2;7,5;40;;51;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-7;6/4/2026;Registrada;DURAZNO;Conaprole ;4/1/2016;6/4/2016;12/5/2016;3,1;16740;Industrial;Alimentos y bebidas;-34,04969985;-56,23174974;12;11;5400;FLORIDA-14059;245082;61510;1;RÍO SANTA LUCÍA CHICO entre Ao. DE LA MACANA y Ao. De Pintado;615;;;;;;50,6;152;3,1;10;23;;61;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-702;17/3/2027;Registrada;TREINTA Y TRES;ANCAP ;29/11/2016;17/3/2017;5/4/2017;2,8;24192;Otros usos;Comercial y servicios;-34,40175297;-55,28549389;12;11;8640;LAVALLEJA-9414;245086;60100;1;RÍO SANTA LUCÍA entre Ao. SAN FRANCISCO y Ao. Del Soldado;601;;;;;;30;152,4;2,8;7,16;8,62;;60;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-704;30/6/2027;Registrada;MONTEVIDEO;Javier Colom;13/12/2016;26/7/2017;12/9/2017;13,5;19440;Riego;Frutales;-34,79600208;-56,29482833;12;5;1440;MONTEVIDEO-175908;245088;68700;13;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;30;152,4;13,5;0;20;;68;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-706;30/6/2027;Registrada;MONTEVIDEO;Javier Colom;13/12/2016;26/7/2017;12/9/2017;11;15840;Riego;Hortalizas;-34,79348632;-56,30164254;12;5;1440;MONTEVIDEO-175913;245090;68700;9;RÍO SANTA LUCÍA entre Ao. DE MELILLA y Río de la Plata;687;;;;;;40;152,4;11;19;22;;68;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-707;30/6/2026;Registrada;MONTEVIDEO;Alberto Fiore Lapuble;14/12/2016;31/7/2017;18/8/2017;26;37440;Riego;Frutales;-34,8125269;-56,28306882;12;5;1440;MONTEVIDEO-155908;245091;26200;11;RÍO DE LA PLATA entre Ao. PANTANOSO y Ao. Miguelete;262;;;;;;49;152;26;13,5;34,5;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-71;26/10/2050;Registrada;TREINTA Y TRES;OSE ;3/2/2016;26/10/2015;7/3/2016;24;155520;Consumo humano;Abastecimiento a poblaciones;-33,86581389;-55,12492833;12;11;6480;LAVALLEJA-4302;245094;44310;5;RÍO CEBOLLATÍ entre Ao. BARRIGA NEGRA y Ao. Tapes Grande;443;;;;;;20;152,4;24;3,33;4,2;;44;Nueva;Permiso de uso
Represa Chica;SGRH-2016-10-004-0510-1-710;27/6/2027;Registrada;TACUAREMBÓ;IRENE ECHENAGUSIA;14/12/2016;27/6/2017;10/8/2017;0;210000;Otros usos agropecuarios;Abrevadero de ganado;-31,91791524;-55,4216559;4;3;8640;TACUAREMBÓ-15823;245095;51910;;RÍO TACUAREMBÓ entre Ao. ZAPUCAY y Ao. Tacuarembó Chico;Cda sin nombre;68;10,73;209200;5;;;;;;;;51;Cesión;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-711;30/6/2027;Registrada;MONTEVIDEO;Juan Carlos Mateus Duarte;14/12/2016;22/6/2017;7/7/2017;5,2;19600;Riego;Hortalizas;-34,82852488;-56,39349259;12;8;3780;MONTEVIDEO-166999;245096;26000;;RÍO DE LA PLATA entre Río Santa Lucía y Ao. Pantanoso;260;;;;;;64;150;5,2;10;46;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-712;30/6/2027;Registrada;MONTEVIDEO;Luis Arbelo;14/12/2016;15/5/2017;1/6/2017;5,7;18468;Riego;Hortalizas;-34,84710095;-56,30392483;12;8;3240;MONTEVIDEO-42262;245097;26200;13;RÍO DE LA PLATA entre Ao. PANTANOSO y Ao. Miguelete;262;;;;;;47;152;5,7;8;40;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-713;30/6/2027;Registrada;MONTEVIDEO;Luis Arbelo;15/12/2016;15/6/2017;10/7/2017;24;46080;Riego;Hortalizas;-34,83237255;-56,30383508;12;7;1920;MONTEVIDEO-43482;245098;26200;;RÍO DE LA PLATA entre Ao. PANTANOSO y Ao. Miguelete;262;;;;;;32,5;152;24;3,3;17;;26;Renov/Modif;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-714;1/6/2027;Registrada;MONTEVIDEO;INDUSTRIAS PESQUERAS VALYMAR S.A. ;16/12/2016;1/6/2017;13/6/2017;9;38880;Industrial;Alimentos y bebidas;-34,85832993;-56,12469674;12;11;4320;MONTEVIDEO-422433;245099;26610;;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;55;0,15;20;21;45;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-715;1/7/2026;Registrada;MONTEVIDEO;HAIFA S.R.L. ;16/12/2016;15/5/2017;5/6/2017;1,2;2534;Industrial;Otros;-34,8468838;-56,22891733;12;11;2112;MONTEVIDEO-146946;245100;26200;13;RÍO DE LA PLATA entre Ao. PANTANOSO y Ao. Miguelete;262;;;;;;98;200;12;8;88;;26;Nueva;Permiso de uso
Pozo;SGRH-2016-10-004-0510-1-716;2/6/2027;Registrada;MONTEVIDEO;UCOT ;16/12/2016;2/6/2017;13/6/2017;10;43200;Otros usos;Control de incendios;-34,86889042;-56,13279868;12;11;4320;MONTEVIDEO-62562;245101;26610;;RÍO DE LA PLATA entre Ao. CARRASCO y Ao. Pando;266;;;;;;41;0,2;10;14,32;19,4;;26;Nueva;Permiso de uso
